clean_tweet,Compound_Score,Sentiments
"Di Indonesia bulan Juli kita ingin menjadi tuan rumah Piala Dunia U-20, pildun ini adalah acara FIFA, FIFA baru saja memberikan instruksi kepada pemerintah Indonesia, stadion harus steril sebelum Pildun diadakan, Desember tidak akan di aula utama, tapi untuk sekolah menengah",0.0387,Positif
"Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan tempat yang akan digunakan di Piala Dunia U-20 https://t.co/8Ri0zJYuZj",0.6808,Positif
"Menpora pun melaporkan kepada Presiden terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan tempat yang akan digunakan di Piala Dunia U-20 https://t.co/kBDGKv2aZo",0.6808,Positif
"Menpora Amali Lapor ke Presiden Hasil Implementasi HSP di IKN, Rencana KLB PSSI, Kesiapan Tuan Rumah Piala Dunia U-20 Hingga Persiapan Papua Sebagai Provinsi Olahraga https://t.co/RksrYoLMHA",0.25,Positif
"Silakan dilaksanakan sesuai dengan apa yang mereka putuskan,"" kata Menpora.

Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. https://t.co/mYzX2Y5jd9",0.5106,Positif
"Meeting President Jokowi, Menpora Discuss PSSI KLB and Indonesia's Readiness to Host the 2023 U-20 World Cup https://t.co/JouvbWgBai",0.25,Positif
"Silakan dilaksanakan sesuai dengan apa yang mereka putuskan,"" kata Menpora.

Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. https://t.co/sznLHfftzy",0.5106,Positif
"Selain itu, ia juga melaporkan kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20.",0.6808,Positif
"Menpora menegaskan, pemerintah tidak akan mencampuri dan mengintervensi KLB yang digelar PSSI.
Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20.",0.25,Positif
"Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20. https://t.co/C3wrK9LeR6",0.6808,Positif
Berikut Alasan Kenapa Stadion Utama Indonesia Tidak Terpilih Menjadi Tuan Rumah Piala Dunia U-20 /t.co/gQU1uUMAoC,0.7845,Positif
"Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20. https://t.co/3YY50XORpj",0.6808,Positif
"Menpora pun melaporkan kepada Presiden terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20.

Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20 https://t.co/Z3Wl97qwrC",0.6808,Positif
"plot twist: Ketua PSSI mundur, pelatih timnas juga mundur. Tahun 2023 Indonesia akan menjadi tuan rumah piala dunia u-20, secara tidak langsung bisa menjadi pengganti pelatih timnas u-20.

padahal saat ini tim u-20 sedang melakukan persiapan bersama para staf kepelatihan untuk piala dunia u-20.",-0.5574,Negatif
"PSSI merasa kuat karena status Indonesia sebagai tuan rumah Piala Dunia U-20. Anggota TGIPF adalah Menpora, Anda tahu seperti apa sikap mereka terhadap tragedi Kanjuruhan ini. Sehingga PSSI yakin pemerintah tidak akan mengintervensi lagi. Nasibmu adalah korban Kanjuruhan 🥀🥀🥀",0.2177,Positif
"Vietnam Semangat Indonesia Jadi Tuan Rumah Piala Dunia U-20 2023, Ini Alasannya https://t.co/wVfqdeCUX5",0.34,Positif
"Vietnam diuntungkan dengan status Indonesia sebagai tuan rumah Piala Dunia U-20 2023
https://t.co/Iwqn4qe1Xm",0.3818,Positif
"Palembang Siap Jadi Tuan Rumah Piala Dunia U-20, Ternyata Perjuangan Panjang https://t.co/O8W8pi9Fkf",0.0516,Positif
"Palembang Siap Jadi Tuan Rumah Piala Dunia U-20, Ternyata Perjuangan Panjang https://t.co/mTsllXZZb7",0.0516,Positif
"Hasil drawing Piala Asia U-20 2023 AFC

Timnas Indonesia berada di Grup A bersama tuan rumah Uzbekistan, Irak, dan Suriah

Semoga dimanfaatkan sebaik-baiknya pada Maret 2023 sebelum Piala Dunia

#AFCU20 https://t.co/hYzy8uh54j",0.6369,Positif
"Sambut Piala Dunia U-20 2023, Menpora Amali Berharap Rakyat Indonesia Bisa Menjadi Tuan Rumah Yang Ramah https://t.co/4kcG2g2qlk https://t.co/tv2QbN4a7J",0.836,Positif
"Indonesia Tuan Rumah Piala Dunia U-20 2023, Jokowi Pastikan Digelar Sesuai Standar FIFA https://t.co/lcV9dI8u9W https://t.co/yfZTNqx6Ur",0.0,Netral
Solo Bisa Menang Besar Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/7aNXtsQ5AL,0.5859,Positif
"Kaesang dan Azrul Ananda membahas berbagai hal, termasuk menjadi tuan rumah Piala Dunia U-20. https://t.co/0PikFFk5d8",0.0258,Positif
"Pasalnya, Indonesia saat ini sedang menikmati euforia pemilihan Ibu Pertiwi sebagai tuan rumah Piala Dunia U-20 2023.",0.8271,Positif
"FIFA yang menangguhkan sepak bola Indonesia selama 5 tahun yang mengakibatkan Piala Dunia U-20 Indonesia 2023 dialihkan menjadi tuan rumah, Piala Asia Senior, Piala Asia U-23, Piala Asia U-17, Piala AFF Desember mendatang , yang semuanya Indonesia tidak boleh ikut. Berita ini mengemudi",-0.4767,Negatif
Inilah 6 Stadion Terbaik yang Siap Digunakan Indonesia Sebagai Tuan Rumah Piala Dunia U-20 2023 https://t.co/rhJ3Tlbi0z,0.7717,Positif
"Menteri Pemuda dan Olahraga Republik Indonesia (Menpora RI) Zainudin Amali mengatakan Indonesia siap menjadi tuan rumah Piala Dunia U-20 2023. Apalagi, FIFA mengambil alih otoritas keamanan penyelenggaraan Piala Dunia U-20.
https://t.co/BnAHli0kkt",0.6369,Positif
"Tuan Rumah Piala Dunia U-20 2023, Menpora: Jika Berhasil, Indonesia Berpeluang Juara Piala Dunia Senior dan Olimpiade https://t.co/TYLfIFVrFx",0.8625,Positif
"Sambut Piala Dunia U-20, Menpora Amali Berharap Rakyat Indonesia Bisa Menjadi Tuan Rumah Yang Ramah https://t.co/tevG1go13d",0.836,Positif
Namun masih heran dengan keputusan FIFA yang masih mengizinkan Indonesia menjadi tuan rumah piala dunia U-20 🙄,0.5719,Positif
"Berkat Erick Thohir, Indonesia tetap menjadi tuan rumah Piala Dunia U-20 https://t.co/E9ywtncywf",0.4404,Positif
"Ini piala dunia u-20, sabar aja nunggu piala dunia selesai jangan sampai kita jadi tuan rumah pildun u-20 gagal #SUPORTERMELAWAN",-0.5423,Negatif
"Pak sangat peduli dengan sepak bola Indonesia, dia bungkam tentang presiden FIFA

Berkat dia, Indonesia akan tetap menjadi tuan rumah Piala Dunia U-20.

#FIFA #BallonDor #PSSIWajibTanggungJawab #IwanBule #erickthohir #Kanjuruhan https://t.co/P9N1NiFgXM",0.7346,Positif
"Indonesia dipastikan tetap menjadi tuan rumah Piala Dunia U-20 pada 2023. Presiden FIFA Gianni Infantino menyampaikan kepastian tersebut. Presiden FIFA ingin Indonesia dikenal karena Piala Dunia U-20, bukan karena tragedi Kanuruhan.
-
#LLNCORP https://t.co/ZLew7s7HY4",-0.2617,Negatif
"Karena lobi Israel memiliki misi diplomatik untuk bisa masuk ke Indonesia, FIFA tidak akan memberikan sanksi pembatalan penyelenggaraan Piala Dunia U-20 akibat tragedi Kanjuruhan.",-0.6486,Negatif
"Karena lobi Israel memiliki misi diplomatik untuk bisa masuk ke Indonesia, FIFA tidak akan memberikan sanksi pembatalan penyelenggaraan Piala Dunia U-20 akibat tragedi Kanjuruhan.",-0.6486,Negatif
"Karena lobi Israel memiliki misi diplomatik untuk bisa masuk ke Indonesia, FIFA tidak akan memberikan sanksi pembatalan penyelenggaraan Piala Dunia U-20 akibat tragedi Kanjuruhan.",-0.6486,Negatif
"Karena lobi Israel memiliki misi diplomatik untuk bisa masuk ke Indonesia, FIFA tidak akan memberikan sanksi pembatalan penyelenggaraan Piala Dunia U-20 akibat tragedi Kanjuruhan.",-0.6486,Negatif
"Karena lobi Israel memiliki misi diplomatik untuk bisa masuk ke Indonesia, FIFA tidak akan memberikan sanksi pembatalan penyelenggaraan Piala Dunia U-20 akibat tragedi Kanjuruhan.",-0.6486,Negatif
"Apalagi yang saya baca di artikel ini menyatakan bahwa Indonesia akan menjadi tuan rumah Piala Dunia U-20 tahun 2023. Tentunya transformasi sepak bola Indonesia sangat dibutuhkan.

https://t.co/954TOCbKFI

Transformasi Sepakbola RI
#JokowiFIFA",0.0,Netral
"Berdasarkan pertemuan Presiden FIFA dengan Presiden Jokowi kemarin, menghasilkan kesepakatan bahwa Indonesia tetap bisa menjadi tuan rumah Piala Dunia U-20, Football Transformation

#JokowiFIFA

https://t.co/21Gcw5VVgb",0.4939,Positif
"Pada akhirnya, FIFA tidak menjatuhkan sanksi dan Indonesia tetap menjadi tuan rumah Piala Dunia U-20 2023.
Transformasi Sepakbola RI

#JokowiFIFA",0.2235,Positif
"Presiden Jokowi dan Infantino sepakat Indonesia tetap menjadi tuan rumah Piala Dunia U-20 yang akan digelar pada Mei-Juni 2023.
Transformasi Sepakbola RI

#JokowiFIFA",0.2732,Positif
"Indonesia terpilih menjadi tuan rumah Piala Dunia U-20 2021 berdasarkan pertemuan Dewan FIFA di Shanghai, China, pada 24 Oktober 2019.
Transformasi Sepakbola RI

#JokowiFIFA https://t.co/T9A9AfGTXt",0.0,Netral
"Selain membahas Transformasi Sepak Bola Indonesia, pertemuan Presiden Jokowi dan Presiden FIFA Gianni Infantino juga memutuskan Indonesia sebagai tuan rumah Piala Dunia U-20.
#JokowiFIFA
https://t.co/psNE3g5uJn",0.0,Netral
Indonesia akan tetap menjadi tuan rumah Piala Dunia U-20 tahun depan https://t.co/Bw7zvsGhxO,0.0,Netral
"Indonesia Tuan Rumah Piala Dunia U-20 2023, Jokowi Pastikan Digelar Sesuai Standar FIFA https://t.co/EqWhaH5j8r https://t.co/rgl4unwn98",0.0,Netral
"Ayo lolos ke Piala Dunia U-20, bukan hanya rute tuan rumah. Ditambah amunisi untuk Ajax, Feyenoord, Utrecht, Wolves, Leeds United 🤭",0.7184,Positif
"Berkat Jokowi, Indonesia Tetap Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/Ngwcg6KqRq",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Jadi Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/Z2vjKdtENE",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/ruvEdahfIp",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Jadi Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/W3uaceNgjj",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/xsHuLgDSxp",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/kX5paCCmAv",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Jadi Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/7KfatP5oLy",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Jadi Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/wXoRkOIMKK",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/K0gWzs3ZDl",0.4404,Positif
"Berkat Jokowi, Indonesia Tetap Jadi Tuan Rumah Final Piala Dunia U-20, Ini Enam Calon Stadion https://t.co/jjEL0B34u4",0.4404,Positif
"Jokowi dan Presiden FIFA Pastikan Indonesia Tetap Tuan Rumah Piala Dunia U-20

#jokowi #presidenfifa #sepak bola https://t.co/JKPDKzlAtL",0.3818,Positif
"Pertemuan Jokowi dengan Gianni hari ini di Istana Merdeka sekaligus memastikan Indonesia tetap menjadi tuan rumah Piala Dunia U-20 2023

Indonesia juga dipastikan mengikuti seluruh kompetisi RESMI FIFA sesuai jadwal kompetisi yang tersedia https://t.co/7pNssX0HN5",0.2732,Positif
"Kasihan kadrun, semoga Indonesia gagal menjadi tuan rumah Piala Dunia U-20.. 😁",0.0,Netral
"Indonesia dipastikan tetap menjadi tuan rumah Piala Dunia U-20 yang akan berlangsung pada 2023.

Presiden FIFA Gianni Infantino menyampaikan kepastian itu langsung usai menemui Presiden Jokowi di Istana Merdeka, Selasa 18 Oktober 2022.

https://t.co/NmTDjLvfRe https://t.co/eIZFwrQlLy",0.4118,Positif
"Piala Dunia U-20 2023 dijadwalkan berlangsung pada 20 Mei-11 Juni dan akan diikuti oleh 24 negara peserta, termasuk Indonesia sebagai tuan rumah.
#fifa #worldcup2023
https://t.co/9KwfRabA2M",0.0,Netral
Dipilihnya Indonesia sebagai tuan rumah Piala Dunia U-20 juga berkat Ratu Tisha,0.4404,Positif
"Indonesia Tetap Tuan Rumah Piala Dunia U-20 2023

Selengkapnya, klik tautan berikut.
#InfoOlahraga #Indonesia #DuniaU20 #FIFAWorldCupU20

https://t.co/EFgIC0cEtT",0.0,Netral
Presiden FIFA Pastikan Indonesia Tetap Jadi Tuan Rumah Piala Dunia U-20 https://t.co/8kIfQ5sstg,0.0,Netral
FIFA: Indonesia Tetap Tuan Rumah Piala Dunia U-20 2023 https://t.co/CLQEYYloJM,0.0,Netral
"Bertemu Presiden FIFA, Jokowi Pastikan Indonesia Tetap Tuan Rumah Piala Dunia U-20 2023 https://t.co/eR3xkDb7Ce",0.0,Netral
"Sepak bola indonesia keren, bisa jadi kebanggaan indonesia, saya yakin, alhamdulillah fifa tidak memberikan sanksi, terima kasih bapak presiden dan bapak saya masih bisa menjadi tuan rumah piala dunia u-20, sepakbola reformasi

#ETBola https://t.co/cqbLCMAAlL",0.8017,Positif
Menpora Amali Pantau Persiapan Indonesia Menjadi Tuan Rumah Piala Dunia U-20 https://t.co/z29Bkf16tb,0.0,Netral
"Menteri Pemuda dan Olahraga Republik Indonesia (Menpora) Zainudin Amali mengatakan, Indonesia sebagai tuan rumah Piala Dunia U-20 telah menyiapkan enam stadion di berbagai kota dan persiapan tersebut berjalan dengan baik.
https://t.co/LDIqSLg1Ny",0.4588,Positif
Itu masih menjadi tuan rumah Piala Dunia U-20,0.0,Netral
Itu masih menjadi tuan rumah Piala Dunia U-20,0.0,Netral
"Seperti diketahui, Indonesia dipercaya FIFA untuk menjadi tuan rumah Piala Dunia U-20. Namun, jika FIFA menjatuhkan sanksi, penunjukan Indonesia sebagai tuan rumah Piala Dunia U-20 bisa dibatalkan.",0.1779,Positif
"Indonesia tetap menjadi tuan rumah Piala Dunia U-20. Semoga tidak ada lagi kejadian seperti Tragedi Kanjuruhan di sepakbola Indonesia ke depannya. Terima kasih Pak Joko Widodo.

Pinggang Nokia #FailureAniesituReal
Tom Holland #I_love_GIDLE_Nxde
#BORNPINKinSeoul_Day2 https://t.co/2vtmu6faDC",0.0972,Positif
"Dengan lolosnya timnas ke Piala Asia dan menjadi tuan rumah Piala Dunia U-20, semoga ada brand apparel (EA 7/NB/Nike/Puma/Adidas) yang mensponsori timnas khususnya untuk Piala Asia dan Piala Dunia U-20.",0.4019,Positif
"2023 U-20 World Cup, Menpora Amali Ensures Indonesia is Ready to Host https://t.co/VaZsGwFBoL",0.3612,Positif
"Aman, Kota Solo Jadi Tuan Rumah Piala Dunia U-20 2023

#Piala Dunia

https://t.co/elLIbRnfcB https://t.co/VYs8AJEUmp",0.4404,Positif
FIFA Pastikan Indonesia Tetap Tuan Rumah Piala Dunia U-20 https://t.co/EHqDjfvNck,0.0,Netral
"Indonesia Fails to Host 2023 Asian Cup, PSTI: Focus on the 2023 U-20 World Cup Only! #CompleteCepatBeritanya #Bola #Football #FootballDunia #BolaDunia . https://t.co/nJ6e6uTZJR",-0.4753,Negatif
"Anda menjadi tuan rumah piala dunia

U-20",0.0,Netral
"Apakah Anda bodoh atau apa?
Jika PSSI dibekukan, banyak pihak yang akan menderita kerugian besar
1. Timnas Indonesia gacor lagi
2. Piala Dunia U-20 akan diselenggarakan di Indo, dapat mendongkrak perekonomian Indo yang pada tahun 2023 kemungkinan terjadi resesi global. Dapat meningkatkan perekonomian Indonesia",-0.8126,Negatif
Stadion GBT Tetap Tuan Rumah Piala Dunia U-20 2023 https://t.co/xgA94bHGi2 https://t.co/lQ9BZETBWt,0.0,Netral
Stadion GBT Tetap Tuan Rumah Piala Dunia U-20 2023 https://t.co/HdLVxlCsjA,0.0,Netral
Menpora: Gelora Bung Tomo Ready to Host the U-20 World Cup https://t.co/60rKKWhtnM,0.3612,Positif
"Aman!

Indonesia masih menjadi tuan rumah Piala Dunia U-20.

https://t.co/CF4NIytWBk",0.4926,Positif
"Aman!

Indonesia masih menjadi tuan rumah Piala Dunia U-20.

https://t.co/06kCfVG9N1",0.4926,Positif
"Jadi Tuan Rumah Piala Dunia U-20, Warga Solo Siap Jadi Suporter Ramah https://t.co/qs8CFXuy4N",0.8225,Positif
"Jadi Tuan Rumah Piala Dunia U-20, Warga Solo Siap Jadi Suporter Ramah https://t.co/LGEPbwW9OH",0.8225,Positif
"Jadi Tuan Rumah Piala Dunia U-20, Warga Solo Siap Jadi Suporter Ramah https://t.co/R0DlNhZrC6",0.8225,Positif
"After the Kanjuruhan Tragedy, FIFA Ensures that Indonesia Will Still Host the 2023 U-20 World Cup

Read more here!
https://t.co/EUEUFvDD59

#MataIndonesia #tragekanjuruhan #fifa #pialaduniau20 #tuanrumahpialadunia",-0.69,Negatif
"Pengamat sepak bola nasional menilai, pertemuan dengan presiden FIFA pasca tragedi kanjuruhan merupakan langkah penyelamatan sepak bola Indonesia, khususnya mengingat Indonesia menjadi tuan rumah Piala Dunia U-20 2023.
#BangkitBersamaET https://t.co/VvTG0bUTjD",-0.296,Negatif
"Ayo pendukung dewasa cilik, ada apa denganmu? Stystay",-0.1226,Negatif
"Liga terus bergulir, itu hanya tujuan perantara. Target utamanya bukan membatalkan penyelenggaraan Piala Dunia U-20. Mungkin sudah banyak warung inden. 😂😂😂😂",0.907,Positif
"PSSI dan komunikasi intensif pemerintah dengan FIFA membuat Indonesia terbebas dari sanksi pascatragedi Stadion Kanjuruhan. Mengamankan posisi tuan rumah Piala Dunia U-20.
#MajalahTempo https://t.co/UUKJv495D7",0.0516,Positif
"Menteri Pemuda dan Olahraga (Menpora) Zainudin Amali memastikan tragedi Kanjuruhan tidak mengganggu persiapan Indonesia menjadi tuan rumah Piala Dunia Sepak Bola U-20 atau Piala Dunia FIFA U-20 tahun depan.
https://t.co/wz6To23CQk",-0.6597,Negatif
"Menteri Pemuda dan Olahraga, Zainudin Amali memastikan persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 2023 terus berlanjut.

Tonton video selengkapnya di Youtube tvonenews atau di https://t.co/GgtZcxM1Xk
#FlashOne #CariBeritaditvOne https://t.co/gyZP0xWOkc",0.0,Netral
"Indonesia will still host the 2023 U-20 World Cup

#harianposkota #poskota #poskotacoid #bola #worldcup #u20 #2023

https://t.co/cl51xQ6wIe",0.0,Netral
Tragedi Kanjuruhan Tak Mengganggu Persiapan Indonesia Menjadi Tuan Rumah Piala Dunia U-20 https://t.co/NwApLSMX9H,-0.521,Negatif
Peristiwa miris Tragedi Kanjuruhan menyita perhatian dunia. Insiden ini dikhawatirkan akan memengaruhi status tuan rumah Piala Dunia U-20 2023. #DuniaU-20 https://t.co/RBpdvZMlMR,-0.8176,Negatif
"Menteri Pemuda dan Olahraga Zainudin Amali memastikan persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 2023 tetap berjalan, meski sepak bola Indonesia tengah dilanda duka akibat Tragedi Kanjuruhan.
https://t.co/FUpFbys6RQ",-0.8225,Negatif
"Sepak bola indonesia keren, bisa jadi kebanggaan indonesia, saya yakin, alhamdulillah fifa tidak memberikan sanksi, terima kasih bapak presiden dan bapak saya masih bisa menjadi tuan rumah piala dunia u-20 ya ET Sepakbola Indonesia

#ErickFIFA
https://t.co/E1YStjYKmt",0.8553,Positif
"Tuan rumah Piala Dunia U-20 tentu tak gentar. Namun, yang terganggu adalah rasa aman dan nyaman para penggemar sepak bola
😁🤭😁",0.9246,Positif
Menpora Amali Pastikan Tragedi Para Advokat Tidak Mengganggu Persiapan Indonesia Menjadi Tuan Rumah Piala Dunia U-20 https://t.co/nVHoPlhoiZ,-0.521,Negatif
Tragedi Kanjuruhan Tak Mengganggu Persiapan Indonesia Menjadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/SyRtTFhiWg,-0.521,Negatif
Menpora Zainudin Amali mengungkapkan Indonesia akan tetap menjadi tuan rumah Piala Dunia U-20 2023 meski insiden yang terjadi di Stadion Kanjuruhan. #kumparanBOLA https://t.co/X8oOqInR4W,0.0,Netral
"Komunikasi intensif PSSI dan pemerintah dengan FIFA membuat Indonesia terbebas dari sanksi pasca tragedi Kanjuruhan.

Indonesia telah mengamankan posisinya sebagai tuan rumah Piala Dunia U-20 tahun depan.
#MajalahTempo https://t.co/9tdqw82j1f",0.1531,Positif
"Sepak bola indonesia keren, bisa jadi kebanggaan indonesia, saya yakin itu, alhamdulillah fifa tidak memberikan sanksi, terima kasih bapak presiden indonesia masih bisa menjadi tuan rumah piala dunia u-20 ya selamatkan sepak bola RI

#BanggaJokowi https://t.co/GpqVODTLAC",0.92,Positif
"Presiden Jokowi mengungkapkan perbincangan dengan Gianni Infantino membahas banyak hal termasuk Tragedi Kanjuruhan yang terjadi pada 1 Oktober 2022. Presiden Jokowi menyinggung posisi Indonesia sebagai tuan rumah Piala Dunia U-20 2023
Selamatkan Sepakbola RI

#BanggaJokowi https://t.co/SyjCjwPdie",-0.296,Negatif
