Hasil,Nilai,Sentimen,Compound_Score,Sentiments
lanjutan peristiwa sungguh disayangkan merusak citra sepak bola indonesia bangkit tuan rumah piala tahun lanyalla ketuadpdri sepakbola sepakbolaindonesia,0,netral,-0.7184,Negatif
pasca tragedi kanjuruhan status indonesia tuan rumah piala terancam harianposkota poskota poskotacoid tragedi kanjuruhan indonesia pialadunia,0,netral,-0.9153,Negatif
indonesia memperkuat bargaining power tuan rumah piala tahun disaat sdm maju terlepas sending my biggest condolence to all the victims may they all rest in peace,0,netral,0.7351,Positif
buntut kerusuhan stadion kanjuruhan fifa tinjau ulang status tuan rumah indonesia piala,0,netral,-0.5574,Negatif
rakyat institusi sambo menggagalkan kans indonesia tuan rumah piala lain-lain,1,positif,0.2263,Positif
vakingshit piala urus korban keluarga ditinggalkan berduka gini mikirin sanksi piala momen langka indo tuan rumah pikirin korban berserta keluarganya blok,1,positif,-0.6249,Negatif
timnas op jelang piala asia pertengahan tuan rumah piala,1,positif,0,Netral
berduka pertandingan liga jelek berimbas timnas bayangin perjuangan sty timas ampe piala asia indonesia jelek sepakbola indonesia kepilih tuan rumah piala,1,positif,-0.9001,Negatif
kejadian kanjuruhan malang kemarin mengurungkan niat fifa menjadikan indonesia tuan rumah piala,1,positif,-0.6908,Negatif
timnas capek biar piala afc prepare tuan rumah dirusak semalam hmmm,1,positif,-0.7003,Negatif
latah menjelekkan negara tuan rumah piala tahun tragedi kanjuruan salah suporter kampungan indonesia malang surabaya suporter jos jawa tengah borneo fc,-1,negatif,-0.93,Negatif
semoga sepak bola indonesia bekukan tahun pembatalan indonesia tuan rumah piala tahun,1,positif,0.2263,Positif
dampak kerusuhan stadion kanjuruhan fifa tinjau ulang status tuan rumah indonesia piala prayforkanjuruhan,1,positif,-0.5574,Negatif
nasib indonesia tuan rumah piala pasca tragedi kanjuruhan,1,positif,-0.6597,Negatif
indonesia dipercaya tuan rumah piala tahun ehh gara gara suporter gak dewasa kalah ngamuk pemicu kerusuhan fifa mikir dibatalin loo,1,positif,-0.7783,Negatif
penunjukan indonesia tuan rumah piala deh kejadian hha kejadian trus menpora mikirin tuan rumah kalimat menpora pertma maaf search,1,positif,0,Netral
fifa membatalkan indonesia tuan rumah piala,1,positif,-0.2263,Negatif
like igt harapan nak tuan rumah piala tu negara bertanding mintak fifa tukar venue,1,positif,0.6597,Positif
sanksi arema mengganti nyawa melayang ucapkan belasungkawa meninggalnya korban sanksi setimpal kejadian dampaknya indonesia terancam gagal tuan rumah piala arema bubar,1,positif,-0.886,Negatif
terancam gagal tuan rumah piala kecewa pemain supporter timnas,1,positif,-0.7717,Negatif
indonesia gagal tuan rumah piala timnas senior didiskualifikasi piala asia liga indonesia bekukan fifa indonesia dilarang mengikuti event internasional tahun kedepan kanjuruhan fifa,1,positif,-0.8271,Negatif
sanksi fifa tragedi kanjuruhan indonesia batal tuan rumah piala,1,positif,-0.7506,Negatif
sty uda bangun timnas susah piala tuan rumah lolos piala asia senior junior effect kejadian banned fifa kelam dualisme,0,netral,-0.3612,Negatif
zainudin amali menyinggung status indonesia tuan rumah piala aremafc persebayasurabaya stadionkanjuruhan kanjuruhan tragedikanjuruhan bolasportcom gridnetwork,0,netral,0,Netral
zainudin amali menyinggung status indonesia tuan rumah piala aremafc persebayasurabaya stadionkanjuruhan kanjuruhan tragedikanjuruhan bolasportcom gridnetwork,0,netral,0,Netral
kiprah timnas bagus bagusnya sty tuan rumah piala tahun tragedi stadion kanjuruhan malang disayangkan,0,netral,0.0516,Positif
cabut tuan rumah piala indonesia indonesia jauhh layakk,1,positif,0.4404,Positif
fifa mensuspend indonesia tuan rumah piala memindahkan lokasi pertandingan,1,positif,-0.4767,Negatif
mending menpora ajukan indonesia mundur tuan rumah piala melepas status tuan rumah ajang sepakbola negara,1,positif,0,Netral
gak urat malu statetment dikeluarkan mikirin tuan rumah piala mikirin cuan noh ratusan korban meningggal yaallah,1,positif,-0.3063,Negatif
setuju kejadian kayak gini berani kah pasang muka tuan rumah piala,1,positif,0.6124,Positif
sekjen afc bicarakan status tuan rumah piala fokus meninggalkan cedera bicarakan naturalisasi menpora,1,positif,-0.4019,Negatif
agenda penyelenggaraan piala dimana indonesia tuan rumah insiden menutup fifa turun tangan mengeluarkan sanksi indonesia sanksi sanksi pembekuan,-1,negatif,-0.4767,Negatif
indonesia tuan rumah piala tahun insiden malang statusnya,1,positif,-0.4588,Negatif
sepak bola indonesia secercak harapan lolosnya timnas senior piala asia dipercaya tuan rumah kompetisi internasional piala tahun kejadian malang fifa sanksi berat,1,positif,-0.4019,Negatif
setuju indonesia gak tuan rumah piala bahaya kejadian terulang kompetisi piala,1,positif,-0.2263,Negatif
terserah deh diapain sanksi dicabut status tuan rumah dibatalkan keikut sertaan indonesia piala asia piala ikhlas,1,positif,0.4019,Positif
lupakan piala coy alihkan tuan rumah indonesia negara moratorium liga tahun indonesia,1,positif,-0.2263,Negatif
peristiwa sungguh disayangkan merusak citra sepak bola indonesia bangkit tuan rumah piala tahun lanyalla ketuadpdri sepakbola sepakbolaindonesia,1,positif,-0.7096,Negatif
indonesia terancam sanksi fifa potensi pencabutan status tuan rumah piala update tragedi kanjuruhan meninggal soporter kampungan terima kekalahan tim kesayangan amp polisi gas air melanggar aturan fifa,1,positif,-0.886,Negatif
gak keroyok emang fakta dahal bicara event bola kedepan indonesia didapuk fifa tuan rumah piala terancam gagal penggunaan gas air dilarang fifa dipakai menghalau supporter buruk,1,positif,-0.8658,Negatif
disanksi gajadi tuan rumah piala gajadi piala asia lumayan modal pencitraan politik tenang disanksi bikin turnamen gitu peduli bola pas nyalon,1,positif,0.6705,Positif
indonesia kasih kesempatan tuan rumah piala kejadian mengenakkan,1,positif,0.7269,Positif
bagus permainan timnas indonesia push ranking fifa piala asia tuan rumah piala banned kompetisi tahun dicabut deh hak tuan rumah pusing plus kecewa,1,positif,-0.6369,Negatif
berimbas pembatalan pencalonan indonesia venue piala asia pencabutan penetapan tuan rumah piala tahun,0,netral,0.4019,Positif
performa timnas sektor umur piala asia tuan rumah piala bangga bangganya tragedi semalam doa terbaik berduka cita korban tragedi kanjuruhan,0,netral,-0.5859,Negatif
status tuan rumah piala dicabut sayang banget ulah,0,netral,-0.4767,Negatif
disaat timnas jelang piala asia tuan rumah piala sanksi fifa nyawa apapun sepakbola indonesia,0,netral,0,Netral
rusuh kanjuruhan mempengaruhi status tuan rumah indonesia piala lantas afc kumparanbola,1,positif,-0.1531,Negatif
ajukan pengunduran tuan rumah piala fokus evaluasi liga domestik,1,positif,-0.34,Negatif
fifa melarang gas air lakukan stadium indonesia terancam sanksi fifa potensi pencabutan status tuan rumah piala liga hentikan evaluasi tugas berat pssi,1,positif,-0.6369,Negatif
meninggal indonesia terancam sanksi fifa potensi pencabutan status tuan rumah piala liga indonesia,1,positif,-0.4588,Negatif
timnas gacornya kejadian bersiaplah sanksi fifa menunggu tahun timnas batal tuan rumah piala sayangkan prayforkanjuruhan,1,positif,-0.3612,Negatif
lupakan tuan rumah piala liga layak dibekukan fifa harapkan semoga berdampak timnas,1,positif,0.3612,Positif
ikhlas status tuan rumah indonesia piala tahun dicabut biar introspeksi,-1,negatif,0.6124,Positif
belasungkawa besarnya tragedi kanjuruhan liga indonesia banned fifa sty batal perpanjangan kontrak batalkan tuan rumah piala prayforkanjuruhan prayforaremania,1,positif,-0.8126,Negatif
tuan rumah piala dicoret piala asia dicoret sepak bola dicoret salah olah raga indonesia,1,positif,0,Netral
semoga indonesia tuan rumah piala,1,positif,0.4404,Positif
indonesia batal tuan rumah piala gagal piala asia indonesia sanksi fifa ulah suporter goblok ber otak udang,1,positif,-0.34,Negatif
indonesia tuan rumah piala presiden menpora benahi stadion sesuai standar fifa semoga tragedi menelan korban laga arema vs persebaya fifa membatalkan alasan keamanan ripsepakbolaindonesia prayforkanjuruhan,1,positif,-0.5106,Negatif
ironinya skrg tuan rumah piala,1,positif,-0.0516,Negatif
timnas performa bagus amp senior lolos piala asia indonesia tuan rumah piala fifa membekukan olahraga pemersatu lekas membaik indonesiaku,1,positif,0.6908,Positif
kerusuhan suporter laga arema fc vs persebaya surabaya menewaskan indonesia bayang bayang sanksi fifa terburuk pencabutan status tuan rumah piala,1,positif,-0.8591,Negatif
tuan rumah piala batalkan pindahkan ketempat indonesia kalah suporter indonesia ngamuk membakar stadion,1,positif,-0.3182,Negatif
week bri liga sisa pertandingan persib vs persija ditunda gmna pertandingan psis vs bhayangkara ps barito putera vs psm event terkedekat tuan rumah piala dibatalkan fifa,1,positif,-0.4215,Negatif
aamiiin semoga indonesia dibatalkan tuan rumah piala aamiin,1,positif,0.4404,Positif
gimana meninggal berduka cita amp berbela sungkawa tuan rumah piala direncanakan,0,netral,-0.3818,Negatif
duka mendalam korban indonesia gagal tuan rumah piala kejadian hukuman setimpal penyinta sepakbola ikhlas,0,netral,-0.8519,Negatif
tuan rumah piala batal club indonesia dilarang berpartisipasi afc lca timnas indonesia berpartisipasi ajang internasional,0,netral,-0.4588,Negatif
timnas senior bagus tuan rumah piala klub klub sepak bola maju tragedi kelam malang sepak bola indonesia banned fifa sungguh merugikan,0,netral,-0.8225,Negatif
tinggal menunggu waktu banned fifa status tuan rumah piala dicabut,1,positif,-0.4588,Negatif
imbas kejadian semalem liga hentikan gak gak ngarep kinerja pssi bobrok berpeluang sanksi fifa berpeluang hak tuan rumah piala pergi liga gak performa timnas merosot supporter fanatik keren,1,positif,0.7964,Positif
kebayang piala asia timnas sebentar piala tahun tuan rumah impactnya banget,1,positif,0,Netral
klo gara indonesia dis piala asia katergori umur tuan rumah piala hukum tahun kompetisi resmi fifa dn asean aff luput,1,positif,-0.1779,Negatif
anjir tuan rumah piala gak gini,1,positif,-0.2755,Negatif
sedih kejadian rusuh kanjuruhan sebentar indonesia tuan rumah piala timnas lolos piala asia akibat gagal tuan rumah ban fifa hmm jembottt kanjuruhan,1,positif,-0.875,Negatif
timnas bagus piala asia tuan rumah piala nunggu sanksi fifa bosen terusan liat sepak bola seharga nyawa prayforkanjuruhan,-1,negatif,0.4019,Positif
piala indonesia emang fifa mikir indonesia tuan rumah,1,positif,0,Netral
meninggal indonesia terancam sanksi fifa potensi pencabutan status tuan rumah piala,1,positif,-0.4588,Negatif
potensi hukuman fifa tragedi kanjuruhan tewaskan indonesia urung tuan rumah piala introspeksilah pemimpin nasional ri musibah,1,positif,-0.9661,Negatif
saking bobroknya sepakbola indonesia disanksi fifa dicabut status tuan rumah piala,1,positif,0,Netral
ditakutin sanksi fifa pencabutan tuan rumah piala ygrugi,1,positif,-0.3818,Negatif
rugi banget timnas batal tuan rumah piala,1,positif,-0.5542,Negatif
dasar anjing aremania woi tolol tuan rumah piala rusuh gara liga tarkam tolol sumpah otak derby tarkam korban pssi ban club cm tunggu setoran aja pade,1,positif,-0.9432,Negatif
indonesia tuan rumah piala tahun,1,positif,0,Netral
berduka cita takut status tuan rumah piala dicabut kejadian semoga aman,1,positif,0.3182,Positif
status indonesai tuan rumah piala batal tragedi kanjuruhan menewaskan indonesia sanksi fifa cek selengkapnya,1,positif,-0.7506,Negatif
status indonesai tuan rumah piala batal tragedi kanjuruhan menewaskan indonesia sanksi fifa cek selengkapnya,1,positif,-0.7506,Negatif
tuan rumah piala bubar bubar,0,netral,0,Netral
berpengaruh event piala gak tuan rumah indonesia,0,netral,0,Netral
heran penyebabnya gas air melanggar aturan fifa dibanned sepakbla indonesia tahun tuan rumah piala,0,netral,-0.7506,Negatif
timnas suspend indonesia batal tuan rumah piala mudah mudahan,0,netral,0.1779,Positif
ngerasain kejebak kerusuhan supporter sepak bola supporter nonton sepak bola sepakat liga indonesia dibekukan piala tahun dibatalin pindah negara tuan rumah,1,positif,0.6705,Positif
klo batal tuan rumah rugi infrastrukturnya plus potensi keuntungan perhelatan piala lenyap,1,positif,-0.296,Negatif
indonesia tuan rumah piala kasi sanksi berat biar kapok,1,positif,0,Netral
insiden berdarah kanjuruhan fifa tinjau status indonesia tuan rumah piala arema goblok restinpeace gas air malang bonek banned indosiar kapolda jatim tolol kanjuruhan iwan bule ripsepakbolaindonesia pssi fifa,1,positif,-0.9118,Negatif
deg degan nunggu respon fifa bye tuan rumah piala,1,positif,0.3818,Positif
sanksi fifa berimbas timnas asia tuan rumah piala sya minum darahnya banner biar hulkmania,1,positif,0,Netral
yaallah tuan rumah piala,-1,negatif,0,Netral
info tuan rumah piala informasi,1,positif,0,Netral
meninggal indonesia terancam sanksi fifa potensi pencabutan status tuan rumah piala,1,positif,-0.4588,Negatif
fifa sanksi larang kompetisi sepak bola indon batalkan indon tuan rumah piala tahun larang timnasnya bertanding kancah internasional manpus,1,positif,-0.6705,Negatif
tuan rumah piala batalkan pindah mars penonton wkkkk,1,positif,-0.25,Negatif
bayangkan aparat keamanan prosedur pengamanan standar fifa stadion dinkanjuruan kejadian pas tuan rumah piala bayangkan,1,positif,0.5859,Positif
gercep media berita update ragu fifa jadikan indonesia tuan rumah piala direncanain dahlahh nonton bola liga nonton bola indonesia pas timnas,1,positif,0.0258,Positif
timnas trend positif piala asia tuan rumah piala sanksi fifa menangis banget asli,1,positif,0.0534,Positif
salah tahun indonesia tuan rumah piala,1,positif,-0.4767,Negatif
udah diangkat marca dongg gajadi tuan rumah piala amp dibanned fifa,1,positif,-0.4588,Negatif
terinjak injak stadion panik kurangnya oksigen supporter membludak miris kejadian malang disaat penampilan timnas senior kelompok umur meningkat kejadian bye bye tuan rumah piala,1,positif,-0.7506,Negatif
sbrnnya tahun kondisi nonton bola indonesia mayan kondusif dipilih tuan rumah piala tahun tp kejadian banget terlibat polisinya bikin aman,1,positif,0.5927,Positif
indonesia terancam sanksi fifa nasib tuan rumah piala fifa sepakbolaindonesiaberduka sepakbolaberduka beritabola beritabolaterkini beritaterkini viral,0,netral,-0.8481,Negatif
disaat persib timnas on fire menang indonesia tuan rumah piala sanksi fifa,0,netral,0.25,Positif
persib bagus bagusnya memble sisa musim tragedi haringga timnas indonesia bagus indonesia tuan rumah piala kejadian gini sedih,0,netral,0.4767,Positif
meninggal indonesia terancam sanksi fifa potensi pencabutan status tuan rumah piala lengkapcepatberitanya bola sepakbola ligaindonesia sepakbolanasional,0,netral,-0.4588,Negatif
selamat tinggal sepakbola indonesia lupakan tuan rumah piala lupakan kejuaraan asia lain-lain hubungannya sepakbola stadion jis shooting film film horor terbengkalai pssi banned fifa,1,positif,-0.8625,Negatif
tragedi kerusuhan malang efek domino ajang international diselenggarakan indonesia sanksi salah satunya pencabutan tuan rumah piala indonesia,1,positif,-0.8934,Negatif
efeknya kemana status tuan rumah piala dicabut,1,positif,0,Netral
disaat timnas jelang piala asia tuan rumah piala sanksi fifa,1,positif,0,Netral
kedewasaan suporter indonesia terbangun timnas oke tuan rumah piala sangsi fifa patut disalahkan,1,positif,0.34,Positif
liga terancam tahun dibanned fifa terancam gagal tuan rumah piala terancam asian senior junior wahh mantap pencapaian supporter klub indonesia alias kontollll asuuuu timnas bagus bagusnya fuckkk lahhh,1,positif,-0.3612,Negatif
tinggal nunggu hukuman fifa piala batal digelar indonesia tuan rumah aff or main sepakbolaindonesiagamaju,-1,negatif,-0.296,Negatif
status tuan rumah piala rusuh beli,1,positif,-0.5574,Negatif
timnas sepak bola bagus bagusnya piala asia tuan rumah piala terancam hhhhhh,1,positif,0.4215,Positif
fifa turun tangan semoga indonesia tuan rumah piala tuan rumah piala asia,1,positif,0,Netral
na prepare now watching tuan rumah piala,1,positif,0,Netral
prepare amp optmis biae indonesia tuan rumah piala uda gini negara bertanding indo fifa sanksi pssi,1,positif,0.3612,Positif
tuan rumah piala,1,positif,0,Netral
gapapa gausah tuan rumah piala perbaikan internal,1,positif,0.2263,Positif
